-0.6803402,2.9420300,-0.1288376,0.8876367,0.0000000
0.6507226,2.6137952,-0.1243974,0.3493208,0.0000000
0.6695544,2.6139095,-0.1187091,0.9013511,0.0000000
0.6770165,2.6063699,0.0633703,0.8981215,0.0000000
0.6947845,2.9510577,0.0586276,0.8924874,0.0000000
0.6935158,2.9442111,0.0679684,0.3530441,0.0000000
-0.6979406,2.6032569,-0.1262405,0.3547730,0.0000000
-0.6810804,2.6054213,0.0607404,0.9027922,0.0000000
0.6394383,2.9382602,0.0658841,0.3633705,0.0000000
-0.7155012,2.6276881,-0.1277486,0.9077299,0.0000000
-0.6299368,2.9471760,0.0608342,0.9227791,0.0000000
0.6195230,2.9402102,-0.1275207,0.3541447,0.0000000
-0.7043237,2.9427357,-0.1243492,0.3625870,0.0000000
-0.6384103,2.6166265,0.0626983,0.9177800,0.0000000
-0.7102422,2.6242086,-0.1190159,0.9039365,0.0000000
-0.6382293,2.9431583,-0.1306780,0.9139280,0.0000000
-0.6227841,2.9348208,-0.1280917,0.8834049,0.0000000
0.6870439,2.9427764,-0.1222461,0.8943169,0.0000000
0.7237591,2.9321983,0.0558026,0.8890593,0.0000000
0.6398374,2.9302416,0.0663298,0.3702181,0.0000000
-0.6550777,2.6180993,-0.1303761,0.3687771,0.0000000
0.7104120,2.6194087,-0.1261770,0.9212511,0.0000000
0.6477663,2.6181596,-0.1178431,0.3552766,0.0000000
0.6436779,2.6043109,-0.1194815,0.3505762,0.0000000
0.6244289,2.6049345,-0.1318673,0.3738957,0.0000000
-0.6597583,2.9425265,0.0555922,0.8907431,0.0000000
0.6888088,2.6097899,-0.1242554,0.8868480,0.0000000
-0.7194469,2.6150423,0.0576381,0.3449301,0.0000000
-0.6385438,2.6036937,-0.1273945,0.3397854,0.0000000
-0.7047528,2.6129059,0.0549766,0.3599153,0.0000000
0.7031628,2.9430042,0.0677503,0.3489955,0.0000000
0.6619436,2.9444621,-0.1214315,0.9053113,0.0000000
0.6286352,2.9467916,-0.1290503,0.3668628,0.0000000
-0.7169417,2.6199020,0.0689533,0.9155695,0.0000000
-0.6964554,2.6031806,0.0662940,0.8934022,0.0000000
-0.7193784,2.9352336,0.0604731,0.3651690,0.0000000
0.6599896,2.9377891,-0.1256005,0.3733929,0.0000000
0.6234591,2.6200327,0.0630299,0.3614738,0.0000000
-0.6739659,2.9391893,0.0657672,0.8986493,0.0000000
0.7058101,2.9435172,0.0589535,0.9171934,0.0000000
0.6391890,2.9500062,0.0699698,0.9219534,0.0000000
-0.7251975,2.9359761,0.0627494,0.3529033,0.0000000
0.7034461,2.6047341,0.0555209,0.9161643,0.0000000
0.6613368,2.9423537,-0.1198197,0.3447313,0.0000000
-0.6598364,2.6043846,-0.1282604,0.8836373,0.0000000
-0.6273024,2.9451072,-0.1293180,0.9101764,0.0000000
-0.7248570,2.9527005,-0.1226411,0.9033483,0.0000000
-0.6244567,2.6187313,0.0670881,0.3470519,0.0000000
-0.6796147,2.6039235,0.0640121,0.9068234,0.0000000
-0.6606313,2.6151510,0.0621587,0.9023105,0.0000000
