0.4442428,2.8925899,-0.1014317,0.8081776,0.0000000
0.4512664,2.8988845,0.0369544,0.8474336,0.0000000
-0.4673233,2.6626833,0.0427271,0.8219627,0.0000000
-0.5111056,2.8949879,-0.1028633,0.8481070,0.0000000
0.4689700,2.6508563,-0.0979043,0.4105706,0.0000000
-0.5165806,2.9094567,-0.0954244,0.4209527,0.0000000
-0.4929414,2.6480319,-0.1059117,0.8173743,0.0000000
0.5119135,2.6585844,-0.1036813,0.8334764,0.0000000
-0.4723070,2.6713878,0.0396951,0.4485783,0.0000000
-0.5145948,2.9049554,-0.1044673,0.8510905,0.0000000
0.4747587,2.8943687,0.0381482,0.4111202,0.0000000
0.5244675,2.6578617,-0.0925368,0.4370595,0.0000000
0.5218526,2.6543318,-0.0928987,0.8184323,0.0000000
-0.5050729,2.6508211,-0.0987112,0.8511139,0.0000000
-0.5292529,2.6555922,-0.1014816,0.8475474,0.0000000
0.4731427,2.9083310,0.0438347,0.8140365,0.0000000
0.5019478,2.6494324,-0.0938733,0.8298538,0.0000000
-0.5065989,2.9011173,0.0358014,0.4414737,0.0000000
0.4484863,2.9098675,0.0348524,0.4347268,0.0000000
0.4893788,2.6684161,-0.1064407,0.4390212,0.0000000
0.4622830,2.6622064,0.0317042,0.8189620,0.0000000
0.5215068,2.9108942,-0.0941665,0.8247481,0.0000000
-0.5312005,2.8985212,-0.0946313,0.8405480,0.0000000
0.5360596,2.6492750,0.0425175,0.4253791,0.0000000
-0.4620875,2.6723362,0.0301320,0.4442929,0.0000000
0.4456770,2.6632530,0.0314274,0.4150418,0.0000000
-0.5438538,2.9063857,-0.0979367,0.4158370,0.0000000
0.4893514,2.8983414,-0.0926654,0.4070070,0.0000000
-0.5109201,2.6707113,-0.0992648,0.8357635,0.0000000
-0.4702140,2.8911057,-0.1021119,0.8361604,0.0000000
-0.5107381,2.6590533,-0.0998335,0.4178659,0.0000000
0.4915116,2.9000714,0.0433187,0.4173248,0.0000000
0.4853488,2.8965085,-0.1006243,0.4073082,0.0000000
-0.4675758,2.8851514,0.0368527,0.8093719,0.0000000
0.5166846,2.8914480,0.0329637,0.8473249,0.0000000
-0.5019351,2.6480444,-0.1003593,0.4061709,0.0000000
0.4366195,2.8957429,0.0356241,0.8474753,0.0000000
-0.4954592,2.8930461,0.0415479,0.4212709,0.0000000
-0.4889237,2.6664478,0.0434065,0.8431564,0.0000000
-0.4849501,2.9030717,0.0397607,0.4242894,0.0000000
-0.5471501,2.8952659,-0.1012033,0.8316769,0.0000000
0.4924329,2.6700748,-0.1053005,0.4411542,0.0000000
0.5220941,2.8998305,0.0380117,0.8403915,0.0000000
-0.4996077,2.8975066,0.0447088,0.8170237,0.0000000
-0.5015197,2.8875279,-0.0997764,0.8224895,0.0000000
0.4747255,2.8914379,-0.1067808,0.8472774,0.0000000
0.4721245,2.9083688,-0.0981009,0.4482181,0.0000000
0.5289211,2.6572769,-0.0997506,0.8149028,0.0000000
0.4803216,2.8929055,-0.1041849,0.4283857,0.0000000
0.4999484,2.8875306,0.0367503,0.4228808,0.0000000
